Transaction_ID,Order_Date,Product_ID,Product_Name,Category,Unit_Price,Quantity,Total_Sales,Customer_ID,Store_ID,City,Payment_Method,Month
T1558,05-06-2024,P2001,Shampoo,Personal Care,331,5,1655,C829,S03,Bangalore,Card,6
T1559,21-04-2024,P3001,Biscuits,Snacks,149,8,1192,C577,S03,Kolkata,UPI,4
T1560,22-02-2024,P5001,Soft Drink,Beverages,319,7,2233,C107,S03,Chennai,UPI,2
T1561,01-06-2024,P5001,Soft Drink,Beverages,164,10,1640,C800,S01,Bangalore,Cash,6
T1562,15-06-2024,P3001,Biscuits,Snacks,347,5,1735,C982,S03,Delhi,UPI,6
T1563,21-09-2024,P2002,Soap,Personal Care,96,4,384,C883,S02,Hyderabad,UPI,9
T1564,12-03-2024,P3002,Chips,Snacks,368,6,2208,C838,S01,Kolkata,Card,3
T1565,02-08-2024,P2002,Soap,Personal Care,484,5,2420,C514,S04,Kolkata,Cash,8
T1566,07-04-2024,P5001,Soft Drink,Beverages,437,10,4370,C451,S02,Kolkata,UPI,4
T1567,02-06-2024,P4001,Milk,Dairy,279,6,1674,C965,S02,Kolkata,UPI,6
T1568,29-08-2024,P1003,Cooking Oil,Grocery,69,5,345,C231,S03,Kolkata,UPI,8
T1569,15-02-2024,P1003,Cooking Oil,Grocery,355,6,2130,C327,S03,Mumbai,UPI,2
T1570,18-06-2024,P2002,Soap,Personal Care,423,7,2961,C480,S03,Chennai,Card,6
T1571,28-01-2024,P4001,Milk,Dairy,260,2,520,C987,S01,Bangalore,Cash,1
T1572,14-12-2024,P4002,Butter,Dairy,464,2,928,C490,S03,Bangalore,Cash,12
T1573,24-06-2024,P1003,Cooking Oil,Grocery,122,3,366,C519,S04,Mumbai,Card,6
T1574,19-06-2024,P1003,Cooking Oil,Grocery,269,2,538,C746,S02,Delhi,UPI,6
T1575,20-05-2024,P1001,Rice,Grocery,251,1,251,C314,S02,Chennai,Cash,5
T1576,10-11-2024,P4001,Milk,Dairy,86,2,172,C544,S04,Bangalore,Card,11
T1577,20-01-2024,P4001,Milk,Dairy,22,7,154,C646,S02,Kolkata,Card,1
T1578,28-09-2024,P1001,Rice,Grocery,407,6,2442,C295,S01,Kolkata,Cash,9
T1579,25-06-2024,P2001,Shampoo,Personal Care,375,4,1500,C419,S02,Hyderabad,Card,6
T1580,26-03-2024,P4002,Butter,Dairy,176,10,1760,C166,S01,Delhi,Card,3
T1581,25-09-2024,P4001,Milk,Dairy,325,9,2925,C445,S04,Kolkata,Cash,9
T1582,06-04-2024,P3001,Biscuits,Snacks,203,8,1624,C268,S04,Hyderabad,Cash,4
T1583,12-01-2024,P2001,Shampoo,Personal Care,128,3,384,C703,S02,Hyderabad,Card,1
T1584,23-11-2024,P1001,Rice,Grocery,468,7,3276,C361,S01,Chennai,Cash,11
T1585,19-12-2024,P1002,Wheat Flour,Grocery,44,1,44,C218,S04,Bangalore,Card,12
T1586,30-08-2024,P1002,Wheat Flour,Grocery,149,9,1341,C818,S02,Mumbai,UPI,8
T1587,04-12-2024,P1001,Rice,Grocery,235,5,1175,C203,S03,Chennai,UPI,12
T1588,23-02-2024,P1003,Cooking Oil,Grocery,445,7,3115,C623,S01,Delhi,Cash,2
T1589,07-11-2024,P1002,Wheat Flour,Grocery,121,8,968,C304,S03,Chennai,Cash,11
T1590,23-03-2024,P3001,Biscuits,Snacks,171,7,1197,C140,S04,Mumbai,UPI,3
T1591,02-01-2024,P4001,Milk,Dairy,140,6,840,C113,S01,Hyderabad,UPI,1
T1592,18-09-2024,P4001,Milk,Dairy,66,3,198,C176,S01,Delhi,UPI,9
T1593,15-05-2024,P2001,Shampoo,Personal Care,171,8,1368,C575,S01,Hyderabad,Cash,5
T1594,12-12-2024,P1001,Rice,Grocery,204,5,1020,C420,S04,Kolkata,Cash,12
T1595,11-03-2024,P1002,Wheat Flour,Grocery,24,1,24,C779,S02,Delhi,Card,3
T1596,17-02-2024,P4001,Milk,Dairy,157,10,1570,C481,S03,Mumbai,Cash,2
T1597,19-05-2024,P3002,Chips,Snacks,253,7,1771,C955,S04,Kolkata,Card,5
T1598,08-03-2024,P3002,Chips,Snacks,77,3,231,C812,S01,Mumbai,Cash,3
T1599,18-10-2024,P3002,Chips,Snacks,267,10,2670,C794,S04,Mumbai,UPI,10
T1600,15-01-2024,P3002,Chips,Snacks,333,6,1998,C983,S02,Bangalore,Card,1
T1601,24-01-2024,P1002,Wheat Flour,Grocery,245,7,1715,C164,S03,Kolkata,Card,1
T1602,22-10-2024,P1001,Rice,Grocery,412,9,3708,C841,S02,Kolkata,Card,10
T1603,24-12-2024,P4002,Butter,Dairy,372,9,3348,C733,S01,Bangalore,UPI,12
T1604,05-12-2024,P2001,Shampoo,Personal Care,197,8,1576,C792,S04,Mumbai,UPI,12
T1605,25-11-2024,P5001,Soft Drink,Beverages,25,1,25,C260,S04,Bangalore,Cash,11
T1606,03-05-2024,P1002,Wheat Flour,Grocery,184,8,1472,C438,S03,Hyderabad,UPI,5
T1607,12-07-2024,P2001,Shampoo,Personal Care,349,9,3141,C512,S02,Hyderabad,Card,7
T1608,15-02-2024,P4001,Milk,Dairy,249,10,2490,C977,S04,Bangalore,Card,2
T1609,30-11-2024,P1002,Wheat Flour,Grocery,401,8,3208,C118,S01,Bangalore,Card,11
T1610,01-01-2024,P1001,Rice,Grocery,301,9,2709,C945,S01,Chennai,UPI,1
T1611,15-04-2024,P2002,Soap,Personal Care,307,9,2763,C770,S04,Delhi,Card,4
T1612,20-08-2024,P1001,Rice,Grocery,452,4,1808,C439,S04,Kolkata,UPI,8
T1613,19-02-2024,P3001,Biscuits,Snacks,78,8,624,C877,S02,Hyderabad,Card,2
T1614,24-09-2024,P3001,Biscuits,Snacks,300,5,1500,C482,S01,Hyderabad,Cash,9
T1615,28-07-2024,P4001,Milk,Dairy,440,3,1320,C209,S03,Chennai,Cash,7
T1616,20-07-2024,P2001,Shampoo,Personal Care,496,2,992,C320,S04,Mumbai,UPI,7
T1617,31-07-2024,P3001,Biscuits,Snacks,407,2,814,C147,S01,Bangalore,Card,7
T1618,12-09-2024,P5001,Soft Drink,Beverages,88,9,792,C104,S01,Chennai,Card,9
T1619,17-09-2024,P5001,Soft Drink,Beverages,493,8,3944,C899,S02,Kolkata,UPI,9
T1620,17-07-2024,P1003,Cooking Oil,Grocery,73,3,219,C773,S03,Chennai,Card,7
T1621,20-12-2024,P3002,Chips,Snacks,488,10,4880,C880,S02,Delhi,Card,12
T1622,09-03-2024,P3001,Biscuits,Snacks,251,5,1255,C241,S04,Chennai,UPI,3
T1623,25-12-2024,P4002,Butter,Dairy,451,5,2255,C660,S03,Kolkata,UPI,12
T1624,17-04-2024,P4002,Butter,Dairy,122,4,488,C739,S03,Kolkata,Card,4
T1625,04-10-2024,P1003,Cooking Oil,Grocery,277,3,831,C810,S03,Kolkata,Cash,10
T1626,25-10-2024,P3001,Biscuits,Snacks,265,9,2385,C684,S04,Kolkata,UPI,10
T1627,04-08-2024,P4002,Butter,Dairy,469,5,2345,C927,S01,Chennai,Cash,8
T1628,28-01-2024,P1001,Rice,Grocery,94,7,658,C786,S01,Mumbai,Card,1
T1629,08-05-2024,P1003,Cooking Oil,Grocery,369,5,1845,C249,S01,Kolkata,Card,5
T1630,02-07-2024,P2001,Shampoo,Personal Care,36,9,324,C933,S04,Hyderabad,UPI,7
T1631,27-11-2024,P4002,Butter,Dairy,400,4,1600,C674,S04,Mumbai,UPI,11
T1632,14-07-2024,P2002,Soap,Personal Care,494,1,494,C496,S04,Kolkata,Card,7
T1633,08-05-2024,P4002,Butter,Dairy,26,1,26,C307,S04,Mumbai,UPI,5
T1634,04-11-2024,P3001,Biscuits,Snacks,299,10,2990,C301,S02,Delhi,Card,11
T1635,29-03-2024,P1003,Cooking Oil,Grocery,115,2,230,C852,S01,Bangalore,Cash,3
T1636,15-05-2024,P3002,Chips,Snacks,304,5,1520,C233,S02,Chennai,Card,5
T1637,29-12-2024,P1001,Rice,Grocery,258,6,1548,C258,S01,Mumbai,Card,12
T1638,16-11-2024,P5001,Soft Drink,Beverages,416,1,416,C730,S03,Bangalore,UPI,11
T1639,28-12-2024,P4002,Butter,Dairy,57,6,342,C425,S02,Mumbai,UPI,12
T1640,31-07-2024,P1002,Wheat Flour,Grocery,101,9,909,C656,S04,Hyderabad,Card,7
T1641,18-06-2024,P2001,Shampoo,Personal Care,359,4,1436,C439,S03,Delhi,Cash,6
T1642,14-10-2024,P5001,Soft Drink,Beverages,263,9,2367,C943,S01,Hyderabad,UPI,10
T1643,24-11-2024,P3001,Biscuits,Snacks,143,8,1144,C728,S02,Hyderabad,UPI,11
T1644,28-02-2024,P3001,Biscuits,Snacks,488,7,3416,C495,S03,Chennai,UPI,2
T1645,21-09-2024,P2002,Soap,Personal Care,486,1,486,C941,S03,Chennai,UPI,9
T1646,31-05-2024,P4001,Milk,Dairy,42,8,336,C767,S02,Delhi,UPI,5
T1647,02-10-2024,P1002,Wheat Flour,Grocery,105,2,210,C646,S01,Kolkata,Cash,10
T1648,16-12-2024,P2001,Shampoo,Personal Care,462,4,1848,C534,S01,Mumbai,UPI,12
T1649,17-12-2024,P3002,Chips,Snacks,402,2,804,C257,S01,Bangalore,UPI,12
T1650,07-02-2024,P3001,Biscuits,Snacks,64,1,64,C155,S02,Delhi,UPI,2
T1651,26-04-2024,P1002,Wheat Flour,Grocery,440,10,4400,C364,S04,Bangalore,Card,4
T1652,09-01-2024,P3002,Chips,Snacks,181,7,1267,C498,S01,Chennai,Cash,1
T1653,26-10-2024,P5001,Soft Drink,Beverages,407,2,814,C146,S01,Delhi,UPI,10
T1654,17-12-2024,P1002,Wheat Flour,Grocery,422,5,2110,C408,S01,Delhi,Card,12
T1655,04-12-2024,P3002,Chips,Snacks,440,7,3080,C131,S04,Mumbai,UPI,12
T1656,19-07-2024,P2001,Shampoo,Personal Care,402,3,1206,C915,S03,Kolkata,Cash,7
T1657,10-10-2024,P2002,Soap,Personal Care,25,6,150,C995,S02,Hyderabad,Cash,10
T1658,20-07-2024,P1001,Rice,Grocery,325,10,3250,C650,S01,Delhi,Cash,7
T1659,26-11-2024,P3001,Biscuits,Snacks,231,4,924,C971,S02,Mumbai,Cash,11
T1660,09-05-2024,P2001,Shampoo,Personal Care,447,10,4470,C298,S01,Mumbai,UPI,5
T1661,08-10-2024,P5001,Soft Drink,Beverages,455,1,455,C572,S01,Delhi,UPI,10
T1662,11-04-2024,P1002,Wheat Flour,Grocery,70,5,350,C843,S04,Delhi,Card,4
T1663,25-05-2024,P1003,Cooking Oil,Grocery,71,4,284,C734,S01,Mumbai,Card,5
T1664,11-11-2024,P4001,Milk,Dairy,188,8,1504,C775,S03,Kolkata,UPI,11
T1665,05-07-2024,P1003,Cooking Oil,Grocery,310,10,3100,C927,S03,Bangalore,Cash,7
T1666,23-04-2024,P1001,Rice,Grocery,146,6,876,C829,S04,Delhi,Card,4
T1667,02-09-2024,P1003,Cooking Oil,Grocery,469,6,2814,C573,S04,Delhi,Card,9
T1668,30-03-2024,P4001,Milk,Dairy,75,9,675,C761,S01,Delhi,Cash,3
T1669,16-11-2024,P4002,Butter,Dairy,154,4,616,C178,S01,Hyderabad,UPI,11
T1670,26-07-2024,P1001,Rice,Grocery,316,10,3160,C887,S02,Hyderabad,UPI,7
T1671,03-10-2024,P2002,Soap,Personal Care,477,9,4293,C583,S02,Delhi,Card,10
T1672,28-05-2024,P2001,Shampoo,Personal Care,395,10,3950,C237,S04,Chennai,UPI,5
T1673,14-09-2024,P1002,Wheat Flour,Grocery,206,7,1442,C110,S02,Chennai,UPI,9
T1674,16-08-2024,P1003,Cooking Oil,Grocery,91,9,819,C263,S02,Chennai,UPI,8
T1675,02-07-2024,P1003,Cooking Oil,Grocery,500,8,4000,C141,S02,Bangalore,Cash,7
T1676,29-04-2024,P1002,Wheat Flour,Grocery,209,5,1045,C143,S02,Chennai,Card,4
T1677,20-08-2024,P3002,Chips,Snacks,489,8,3912,C147,S01,Kolkata,Card,8
T1678,20-05-2024,P1002,Wheat Flour,Grocery,344,9,3096,C954,S03,Chennai,UPI,5
T1679,30-11-2024,P5001,Soft Drink,Beverages,212,3,636,C487,S03,Chennai,UPI,11
T1680,11-07-2024,P1002,Wheat Flour,Grocery,148,9,1332,C328,S04,Delhi,Card,7
T1681,05-11-2024,P4001,Milk,Dairy,474,8,3792,C106,S02,Bangalore,Cash,11
T1682,25-11-2024,P2001,Shampoo,Personal Care,283,2,566,C387,S02,Mumbai,Cash,11
T1683,01-03-2024,P1003,Cooking Oil,Grocery,328,6,1968,C776,S02,Bangalore,Card,3
T1684,02-09-2024,P1002,Wheat Flour,Grocery,365,8,2920,C590,S02,Chennai,Cash,9
T1685,23-01-2024,P3002,Chips,Snacks,144,1,144,C230,S02,Mumbai,UPI,1
T1686,20-10-2024,P4002,Butter,Dairy,476,1,476,C250,S01,Mumbai,Card,10
T1687,02-11-2024,P1003,Cooking Oil,Grocery,227,9,2043,C677,S01,Kolkata,UPI,11
T1688,17-08-2024,P2002,Soap,Personal Care,130,2,260,C721,S04,Bangalore,Cash,8
T1689,14-03-2024,P2001,Shampoo,Personal Care,327,7,2289,C913,S02,Chennai,UPI,3
T1690,17-12-2024,P4002,Butter,Dairy,105,5,525,C450,S04,Chennai,UPI,12
T1691,16-07-2024,P1002,Wheat Flour,Grocery,213,4,852,C235,S01,Hyderabad,Cash,7
T1692,02-08-2024,P4002,Butter,Dairy,370,9,3330,C946,S02,Chennai,Cash,8
T1693,10-11-2024,P1003,Cooking Oil,Grocery,481,8,3848,C714,S01,Chennai,UPI,11
T1694,03-12-2024,P1002,Wheat Flour,Grocery,266,2,532,C233,S01,Kolkata,UPI,12
T1695,08-07-2024,P3002,Chips,Snacks,235,9,2115,C995,S01,Kolkata,UPI,7
T1696,03-09-2024,P3002,Chips,Snacks,500,4,2000,C908,S04,Delhi,UPI,9
T1697,09-03-2024,P5001,Soft Drink,Beverages,237,2,474,C360,S04,Mumbai,Cash,3
T1698,05-10-2024,P2002,Soap,Personal Care,468,10,4680,C518,S03,Mumbai,Cash,10
T1699,01-03-2024,P1001,Rice,Grocery,287,10,2870,C632,S01,Bangalore,UPI,3
T1700,04-07-2024,P2001,Shampoo,Personal Care,229,6,1374,C209,S02,Bangalore,UPI,7
T1701,01-10-2024,P5001,Soft Drink,Beverages,153,5,765,C533,S03,Chennai,Card,10
T1702,09-10-2024,P3002,Chips,Snacks,231,4,924,C902,S04,Mumbai,Card,10
T1703,09-05-2024,P4002,Butter,Dairy,267,9,2403,C414,S03,Kolkata,Card,5
T1704,27-04-2024,P1003,Cooking Oil,Grocery,402,2,804,C557,S02,Hyderabad,Cash,4
T1705,22-06-2024,P4002,Butter,Dairy,422,7,2954,C920,S01,Mumbai,Card,6
T1706,15-03-2024,P1001,Rice,Grocery,441,2,882,C582,S04,Hyderabad,Cash,3
T1707,10-02-2024,P2002,Soap,Personal Care,209,4,836,C723,S01,Kolkata,Card,2
T1708,23-09-2024,P3002,Chips,Snacks,355,10,3550,C393,S01,Mumbai,UPI,9
T1709,13-04-2024,P4001,Milk,Dairy,25,8,200,C970,S03,Mumbai,Cash,4
T1710,23-12-2024,P5001,Soft Drink,Beverages,284,9,2556,C337,S02,Kolkata,Cash,12
T1711,01-01-2024,P3001,Biscuits,Snacks,355,4,1420,C261,S01,Delhi,Card,1
T1712,27-10-2024,P3001,Biscuits,Snacks,227,7,1589,C305,S01,Kolkata,UPI,10
T1713,25-05-2024,P1002,Wheat Flour,Grocery,301,2,602,C843,S03,Delhi,Card,5
T1714,20-08-2024,P2001,Shampoo,Personal Care,119,10,1190,C513,S01,Delhi,Cash,8
T1715,13-10-2024,P3002,Chips,Snacks,74,9,666,C174,S03,Delhi,Cash,10
T1716,02-10-2024,P4002,Butter,Dairy,468,5,2340,C932,S03,Kolkata,Card,10
T1717,04-05-2024,P3002,Chips,Snacks,267,10,2670,C875,S03,Bangalore,UPI,5
T1718,15-01-2024,P4001,Milk,Dairy,461,10,4610,C593,S01,Delhi,Cash,1
T1719,25-12-2024,P3002,Chips,Snacks,366,4,1464,C335,S03,Bangalore,Card,12
T1720,24-12-2024,P4002,Butter,Dairy,24,9,216,C952,S03,Mumbai,Card,12
T1721,24-06-2024,P1002,Wheat Flour,Grocery,364,7,2548,C177,S02,Bangalore,Card,6
T1722,20-10-2024,P3001,Biscuits,Snacks,477,4,1908,C375,S02,Kolkata,UPI,10
T1723,12-04-2024,P2001,Shampoo,Personal Care,397,8,3176,C340,S02,Delhi,Cash,4
T1724,07-05-2024,P2001,Shampoo,Personal Care,447,4,1788,C956,S03,Mumbai,Cash,5
T1725,05-12-2024,P1002,Wheat Flour,Grocery,366,2,732,C604,S01,Chennai,Cash,12
T1726,10-06-2024,P4001,Milk,Dairy,337,6,2022,C604,S03,Bangalore,Cash,6
T1727,23-04-2024,P4002,Butter,Dairy,223,5,1115,C868,S02,Hyderabad,UPI,4
T1728,17-01-2024,P3002,Chips,Snacks,296,8,2368,C614,S03,Bangalore,UPI,1
T1729,23-12-2024,P1003,Cooking Oil,Grocery,81,8,648,C630,S04,Delhi,UPI,12
T1730,17-04-2024,P1001,Rice,Grocery,365,1,365,C488,S01,Delhi,Card,4
T1731,07-10-2024,P5001,Soft Drink,Beverages,115,5,575,C369,S02,Delhi,Card,10
T1732,04-04-2024,P5001,Soft Drink,Beverages,207,6,1242,C610,S04,Mumbai,Card,4
T1733,24-07-2024,P3001,Biscuits,Snacks,457,6,2742,C386,S04,Mumbai,UPI,7
T1734,27-04-2024,P1003,Cooking Oil,Grocery,371,10,3710,C933,S01,Kolkata,Card,4
T1735,14-07-2024,P2001,Shampoo,Personal Care,241,9,2169,C300,S02,Kolkata,Cash,7
T1736,03-08-2024,P4001,Milk,Dairy,110,1,110,C611,S02,Kolkata,UPI,8
T1737,06-09-2024,P4002,Butter,Dairy,422,6,2532,C407,S03,Chennai,UPI,9
T1738,19-12-2024,P1001,Rice,Grocery,70,7,490,C267,S01,Mumbai,Card,12
T1739,20-06-2024,P4001,Milk,Dairy,250,2,500,C366,S03,Delhi,UPI,6
T1740,11-01-2024,P4002,Butter,Dairy,196,5,980,C521,S01,Delhi,UPI,1
T1741,21-10-2024,P5001,Soft Drink,Beverages,315,4,1260,C765,S02,Delhi,Card,10
T1742,16-08-2024,P3001,Biscuits,Snacks,269,9,2421,C180,S04,Chennai,Card,8
T1743,26-03-2024,P4001,Milk,Dairy,464,3,1392,C755,S03,Bangalore,UPI,3
T1744,06-02-2024,P5001,Soft Drink,Beverages,227,10,2270,C181,S02,Delhi,Cash,2
T1745,29-05-2024,P3001,Biscuits,Snacks,354,6,2124,C827,S03,Chennai,UPI,5
T1746,15-08-2024,P3002,Chips,Snacks,474,5,2370,C899,S03,Kolkata,UPI,8
T1747,26-03-2024,P4002,Butter,Dairy,231,8,1848,C288,S01,Mumbai,UPI,3
T1748,24-12-2024,P2001,Shampoo,Personal Care,400,5,2000,C867,S01,Mumbai,Cash,12
T1749,02-02-2024,P3002,Chips,Snacks,68,2,136,C999,S04,Chennai,Cash,2
T1750,12-02-2024,P1001,Rice,Grocery,288,7,2016,C206,S03,Chennai,Cash,2
T1751,27-04-2024,P1002,Wheat Flour,Grocery,178,7,1246,C353,S03,Bangalore,UPI,4
T1752,28-03-2024,P1003,Cooking Oil,Grocery,289,3,867,C129,S01,Kolkata,Card,3
T1753,03-10-2024,P3001,Biscuits,Snacks,259,8,2072,C378,S04,Mumbai,UPI,10
T1754,01-11-2024,P4002,Butter,Dairy,322,3,966,C567,S04,Chennai,UPI,11
T1755,26-06-2024,P4002,Butter,Dairy,485,5,2425,C593,S02,Hyderabad,Card,6
T1756,13-05-2024,P2002,Soap,Personal Care,231,6,1386,C259,S03,Hyderabad,Cash,5
T1757,26-05-2024,P4002,Butter,Dairy,196,3,588,C580,S01,Kolkata,Card,5
T1758,08-08-2024,P4001,Milk,Dairy,24,5,120,C917,S03,Chennai,Cash,8
T1759,06-04-2024,P1001,Rice,Grocery,211,9,1899,C521,S04,Bangalore,Cash,4
T1760,12-07-2024,P1003,Cooking Oil,Grocery,444,7,3108,C325,S03,Hyderabad,Card,7
T1761,09-11-2024,P2001,Shampoo,Personal Care,411,9,3699,C926,S03,Delhi,UPI,11
T1762,06-04-2024,P4002,Butter,Dairy,231,5,1155,C973,S01,Mumbai,Cash,4
T1763,21-08-2024,P2002,Soap,Personal Care,346,2,692,C732,S04,Delhi,UPI,8
T1764,13-06-2024,P5001,Soft Drink,Beverages,116,8,928,C119,S02,Hyderabad,UPI,6
T1765,24-05-2024,P1001,Rice,Grocery,72,3,216,C375,S02,Kolkata,Card,5
T1766,18-03-2024,P1001,Rice,Grocery,66,4,264,C115,S04,Mumbai,Card,3
T1767,12-09-2024,P3002,Chips,Snacks,422,5,2110,C480,S04,Kolkata,Cash,9
T1768,15-03-2024,P3001,Biscuits,Snacks,451,2,902,C157,S03,Bangalore,Cash,3
T1769,08-04-2024,P4002,Butter,Dairy,112,8,896,C961,S03,Bangalore,Cash,4
T1770,14-08-2024,P1002,Wheat Flour,Grocery,217,4,868,C353,S01,Mumbai,Card,8
T1771,16-04-2024,P1002,Wheat Flour,Grocery,360,9,3240,C584,S04,Kolkata,Card,4
T1772,22-01-2024,P3001,Biscuits,Snacks,342,3,1026,C862,S01,Delhi,Card,1
T1773,27-01-2024,P2002,Soap,Personal Care,204,4,816,C984,S02,Hyderabad,Cash,1
T1774,26-03-2024,P3002,Chips,Snacks,27,6,162,C913,S03,Chennai,Cash,3
T1775,22-01-2024,P3002,Chips,Snacks,24,4,96,C695,S04,Kolkata,UPI,1
T1776,15-02-2024,P1003,Cooking Oil,Grocery,414,6,2484,C354,S02,Bangalore,Cash,2
T1777,16-11-2024,P5001,Soft Drink,Beverages,496,6,2976,C161,S01,Delhi,UPI,11
T1778,24-02-2024,P1003,Cooking Oil,Grocery,425,9,3825,C228,S04,Mumbai,Card,2
T1779,12-08-2024,P4002,Butter,Dairy,432,6,2592,C850,S02,Hyderabad,UPI,8
T1780,09-03-2024,P3002,Chips,Snacks,390,6,2340,C356,S01,Bangalore,UPI,3
T1781,04-10-2024,P4001,Milk,Dairy,170,9,1530,C813,S04,Mumbai,UPI,10
T1782,14-06-2024,P1003,Cooking Oil,Grocery,198,9,1782,C849,S04,Delhi,UPI,6
T1783,28-09-2024,P4002,Butter,Dairy,55,3,165,C258,S04,Delhi,Card,9
T1784,01-01-2024,P4002,Butter,Dairy,252,6,1512,C894,S04,Kolkata,Cash,1
T1785,05-07-2024,P1001,Rice,Grocery,458,10,4580,C894,S02,Delhi,UPI,7
T1786,17-07-2024,P1002,Wheat Flour,Grocery,439,9,3951,C294,S04,Chennai,Cash,7
T1787,28-07-2024,P5001,Soft Drink,Beverages,185,5,925,C756,S03,Hyderabad,Cash,7
T1788,07-03-2024,P4002,Butter,Dairy,42,2,84,C282,S01,Mumbai,Cash,3
T1789,17-01-2024,P4001,Milk,Dairy,70,4,280,C684,S04,Kolkata,Card,1
T1790,29-10-2024,P4002,Butter,Dairy,379,10,3790,C362,S01,Delhi,Cash,10
T1791,16-04-2024,P5001,Soft Drink,Beverages,26,2,52,C771,S04,Hyderabad,Card,4
T1792,31-07-2024,P1001,Rice,Grocery,305,6,1830,C941,S03,Kolkata,Cash,7
T1793,21-01-2024,P5001,Soft Drink,Beverages,290,5,1450,C851,S01,Delhi,Cash,1
T1794,21-02-2024,P2001,Shampoo,Personal Care,69,9,621,C842,S02,Chennai,Card,2
T1795,02-12-2024,P2001,Shampoo,Personal Care,289,4,1156,C354,S02,Chennai,UPI,12
T1796,24-02-2024,P4002,Butter,Dairy,402,7,2814,C884,S03,Kolkata,Card,2
T1797,02-04-2024,P3002,Chips,Snacks,105,2,210,C663,S04,Chennai,Card,4
T1798,14-08-2024,P1003,Cooking Oil,Grocery,327,9,2943,C460,S03,Chennai,Card,8
T1799,20-11-2024,P3001,Biscuits,Snacks,411,7,2877,C540,S03,Chennai,Cash,11
T1800,11-07-2024,P5001,Soft Drink,Beverages,129,9,1161,C884,S03,Delhi,Card,7
T1801,18-01-2024,P4001,Milk,Dairy,20,7,140,C391,S01,Chennai,Cash,1
T1802,23-04-2024,P2002,Soap,Personal Care,173,1,173,C319,S03,Hyderabad,UPI,4
T1803,11-10-2024,P2002,Soap,Personal Care,281,9,2529,C684,S02,Hyderabad,Cash,10
T1804,11-03-2024,P4001,Milk,Dairy,99,6,594,C371,S03,Chennai,Cash,3
T1805,02-06-2024,P2001,Shampoo,Personal Care,435,5,2175,C194,S04,Chennai,Cash,6
T1806,04-09-2024,P1002,Wheat Flour,Grocery,425,6,2550,C277,S04,Kolkata,UPI,9
T1807,24-11-2024,P5001,Soft Drink,Beverages,324,2,648,C407,S01,Kolkata,UPI,11
T1808,29-01-2024,P3002,Chips,Snacks,419,2,838,C889,S03,Delhi,Card,1
T1809,26-04-2024,P3002,Chips,Snacks,465,2,930,C865,S01,Kolkata,UPI,4
T1810,25-09-2024,P3002,Chips,Snacks,176,1,176,C142,S03,Chennai,UPI,9
T1811,23-12-2024,P1003,Cooking Oil,Grocery,277,6,1662,C326,S02,Hyderabad,UPI,12
T1812,31-10-2024,P3002,Chips,Snacks,405,8,3240,C689,S01,Mumbai,Card,10
T1813,08-03-2024,P2002,Soap,Personal Care,95,7,665,C444,S01,Bangalore,UPI,3
T1814,14-05-2024,P1001,Rice,Grocery,224,9,2016,C187,S04,Chennai,Card,5
T1815,13-10-2024,P1003,Cooking Oil,Grocery,266,3,798,C302,S04,Bangalore,UPI,10
T1816,11-11-2024,P5001,Soft Drink,Beverages,307,4,1228,C853,S02,Mumbai,Cash,11
T1817,16-12-2024,P2002,Soap,Personal Care,185,7,1295,C689,S01,Hyderabad,UPI,12
T1818,27-06-2024,P3002,Chips,Snacks,207,7,1449,C295,S03,Delhi,UPI,6
T1819,28-06-2024,P1001,Rice,Grocery,106,5,530,C731,S04,Chennai,Cash,6
T1820,29-04-2024,P4001,Milk,Dairy,493,1,493,C304,S03,Mumbai,UPI,4
T1821,28-01-2024,P1002,Wheat Flour,Grocery,398,2,796,C348,S02,Delhi,Cash,1
T1822,18-08-2024,P3001,Biscuits,Snacks,176,2,352,C582,S01,Delhi,Cash,8
T1823,06-10-2024,P4002,Butter,Dairy,124,4,496,C635,S03,Chennai,Card,10
T1824,23-12-2024,P5001,Soft Drink,Beverages,375,3,1125,C784,S01,Bangalore,UPI,12
T1825,28-03-2024,P4002,Butter,Dairy,150,1,150,C161,S03,Mumbai,UPI,3
T1826,26-08-2024,P5001,Soft Drink,Beverages,47,5,235,C770,S01,Hyderabad,Card,8
T1827,25-02-2024,P2002,Soap,Personal Care,462,6,2772,C119,S03,Kolkata,Card,2
T1828,29-12-2024,P2001,Shampoo,Personal Care,280,7,1960,C201,S03,Bangalore,UPI,12
T1829,11-04-2024,P4002,Butter,Dairy,115,2,230,C612,S04,Chennai,UPI,4
T1830,28-09-2024,P1001,Rice,Grocery,146,1,146,C412,S03,Bangalore,Card,9
T1831,16-12-2024,P1003,Cooking Oil,Grocery,197,1,197,C460,S03,Kolkata,Card,12
T1832,01-02-2024,P2001,Shampoo,Personal Care,161,9,1449,C740,S03,Bangalore,Cash,2
T1833,18-03-2024,P4002,Butter,Dairy,135,5,675,C449,S04,Kolkata,Cash,3
T1834,13-12-2024,P1002,Wheat Flour,Grocery,286,7,2002,C727,S02,Bangalore,Cash,12
T1835,08-06-2024,P5001,Soft Drink,Beverages,238,3,714,C719,S03,Bangalore,UPI,6
T1836,11-03-2024,P1003,Cooking Oil,Grocery,354,4,1416,C694,S02,Mumbai,Card,3
T1837,15-03-2024,P4002,Butter,Dairy,240,3,720,C771,S02,Delhi,Cash,3
